instrument,industry
SZ002177,801750.SI
SZ002195,801750.SI
SZ002197,801750.SI
SZ002230,801750.SI
SZ002232,801750.SI
SZ002253,801750.SI
SZ002268,801750.SI
SZ002279,801750.SI
SZ002296,801770.SI
SZ002331,801750.SI
SZ002362,801750.SI
SZ002368,801750.SI
SZ002373,801750.SI
SZ002376,801750.SI
SZ002380,801750.SI
SZ002401,801750.SI
SZ002405,801750.SI
SZ002410,801750.SI
SZ002417,801770.SI
SZ002421,801750.SI
SZ002439,801750.SI
SZ002474,801750.SI
SZ002528,801750.SI
SZ002577,801750.SI
SZ002609,801750.SI
SZ002642,801750.SI
SZ002649,801750.SI
SZ002657,801750.SI
SZ002771,801750.SI
SZ002777,801750.SI
SZ002835,801750.SI
SZ002908,801770.SI
SZ002912,801750.SI
SZ002920,801750.SI
SZ002987,801750.SI
SZ002990,801750.SI
SZ003004,801750.SI
SZ003005,801750.SI
SZ003007,801750.SI
SZ003029,801750.SI
SZ300002,801760.SI
SZ300017,801770.SI
SZ300020,801750.SI
SZ300033,801750.SI
SZ300036,801750.SI
SZ300042,801750.SI
SZ300044,801750.SI
SZ300047,801750.SI
SZ300074,801750.SI
SZ300075,801750.SI
SZ300079,801750.SI
SZ300085,801750.SI
SZ300096,801750.SI
SZ300098,801770.SI
SZ300130,801750.SI
SZ300150,801750.SI
SZ300155,801750.SI
SZ300166,801750.SI
SZ300167,801750.SI
SZ300168,801750.SI
SZ300170,801750.SI
SZ300182,801760.SI
SZ300188,801750.SI
SZ300202,801750.SI
SZ300209,801750.SI
SZ300212,801750.SI
SZ300226,801760.SI
SZ300229,801750.SI
SZ300231,801750.SI
SZ300235,801750.SI
SZ300245,801750.SI
SZ300248,801750.SI
SZ300250,801770.SI
SZ300253,801750.SI
SZ300264,801750.SI
SZ300270,801750.SI
SZ300271,801750.SI
SZ300277,801750.SI
SZ300287,801750.SI
SZ300288,801760.SI
SZ300290,801750.SI
SZ300297,801750.SI
SZ300300,801750.SI
SZ300302,801750.SI
SZ300311,801750.SI
SZ300324,801750.SI
SZ300330,801750.SI
SZ300333,801750.SI
SZ300339,801750.SI
SZ300348,801750.SI
SZ300352,801750.SI
SZ300365,801750.SI
SZ300366,801750.SI
SZ300367,801750.SI
SZ300368,801750.SI
SZ300369,801750.SI
SZ300377,801750.SI
SZ300378,801750.SI
SZ300379,801750.SI
SZ300380,801750.SI
SZ300383,801770.SI
SZ300386,801750.SI
SZ300399,801750.SI
SZ300419,801750.SI
SZ300440,801750.SI
SZ300448,801750.SI
SZ300449,801750.SI
SZ300451,801750.SI
SZ300454,801750.SI
SZ300455,801750.SI
SZ300462,801750.SI
SZ300465,801750.SI
SZ300468,801750.SI
SZ300469,801750.SI
SZ300479,801750.SI
SZ300496,801750.SI
SZ300508,801750.SI
SZ300513,801770.SI
SZ300520,801750.SI
SZ300523,801750.SI
SZ300525,801750.SI
SZ300531,801770.SI
SZ300532,801750.SI
SZ300541,801750.SI
SZ300542,801750.SI
SZ300546,801750.SI
SZ300550,801750.SI
SZ300552,801750.SI
SZ300556,801750.SI
SZ300559,801750.SI
SZ300561,801750.SI
SZ300579,801750.SI
SZ300588,801750.SI
SZ300598,801750.SI
SZ300605,801750.SI
SZ300608,801750.SI
SZ300609,801750.SI
SZ300624,801750.SI
SZ300627,801770.SI
SZ300634,801750.SI
SZ300645,801750.SI
SZ300659,801750.SI
SZ300663,801750.SI
SZ300674,801750.SI
SZ300678,801750.SI
SZ300682,801750.SI
SZ300687,801750.SI
SZ300730,801750.SI
SZ300738,801770.SI
SZ300766,801760.SI
SZ300768,801750.SI
SZ300771,801750.SI
SZ300789,801750.SI
SZ300799,801750.SI
SZ300803,801750.SI
SZ300807,801750.SI
SZ300830,801750.SI
SZ300845,801750.SI
SZ300846,801750.SI
SZ300872,801750.SI
SZ300884,801750.SI
SZ300895,801750.SI
SZ300925,801750.SI
SZ300935,801750.SI
SZ300941,801750.SI
SZ300996,801750.SI
SZ301042,801750.SI
SZ301085,801750.SI
SZ301095,801750.SI
SZ301117,801750.SI
SZ301153,801750.SI
SZ301159,801750.SI
SZ301162,801750.SI
SZ301172,801750.SI
SZ301178,801750.SI
SZ301185,801750.SI
SZ301195,801750.SI
SZ301208,801750.SI
SZ301218,801750.SI
SZ301236,801750.SI
SZ301248,801750.SI
SZ301269,801750.SI
SZ301270,801750.SI
SZ301315,801750.SI
SZ301316,801750.SI
SZ301318,801750.SI
SZ301330,801750.SI
SZ301337,801750.SI
SZ301339,801750.SI
SZ301378,801750.SI
SZ301391,801750.SI
SZ301396,801750.SI
SZ301503,801750.SI
SZ301556,801750.SI
SZ301589,801750.SI
SZ301600,801750.SI
SZ301608,801750.SI
SH600100,801750.SI
SH600271,801750.SI
SH600410,801750.SI
SH600446,801750.SI
SH600476,801750.SI
SH600536,801750.SI
SH600570,801750.SI
SH600571,801750.SI
SH600588,801750.SI
SH600680,801770.SI
SH600718,801750.SI
SH600728,801750.SI
SH600756,801750.SI
SH600797,801750.SI
SH600845,801750.SI
SH600850,801750.SI
SH601519,801750.SI
SH603019,801750.SI
SH603039,801750.SI
SH603106,801750.SI
SH603138,801750.SI
SH603171,801750.SI
SH603189,801750.SI
SH603232,801750.SI
SH603383,801750.SI
SH603496,801750.SI
SH603508,801750.SI
SH603516,801750.SI
SH603636,801750.SI
SH603660,801750.SI
SH603881,801770.SI
SH603918,801750.SI
SH603927,801750.SI
SH603990,801750.SI
SH605398,801750.SI
SH688004,801750.SI
SH688023,801750.SI
SH688030,801750.SI
SH688031,801750.SI
SH688038,801750.SI
SH688039,801750.SI
SH688051,801750.SI
SH688058,801750.SI
SH688060,801750.SI
SH688066,801750.SI
SH688078,801750.SI
SH688083,801750.SI
SH688088,801750.SI
SH688095,801750.SI
SH688109,801750.SI
SH688111,801750.SI
SH688118,801750.SI
SH688152,801750.SI
SH688158,801750.SI
SH688168,801750.SI
SH688171,801750.SI
SH688188,801750.SI
SH688201,801750.SI
SH688206,801750.SI
SH688207,801750.SI
SH688208,801750.SI
SH688225,801750.SI
SH688227,801750.SI
SH688228,801750.SI
SH688229,801750.SI
SH688232,801750.SI
SH688244,801750.SI
SH688246,801750.SI
SH688251,801750.SI
SH688258,801750.SI
SH688288,801750.SI
SH688291,801750.SI
SH688292,801770.SI
SH688296,801750.SI
SH688307,801750.SI
SH688316,801750.SI
SH688318,801750.SI
SH688326,801750.SI
SH688327,801750.SI
SH688343,801750.SI
SH688365,801750.SI
SH688369,801750.SI
SH688435,801750.SI
SH688475,801750.SI
SH688479,801750.SI
SH688489,801750.SI
SH688500,801750.SI
SH688507,801750.SI
SH688509,801750.SI
SH688561,801750.SI
SH688562,801750.SI
SH688568,801750.SI
SH688579,801750.SI
SH688588,801750.SI
SH688590,801750.SI
SH688615,801750.SI
SH688619,801750.SI
SH688631,801750.SI
SH688651,801750.SI
SH688657,801750.SI
SH688692,801750.SI
SH688695,801750.SI
SH688787,801750.SI
SZ000673,801760.SI
SZ000917,801760.SI
SZ001330,801760.SI
SZ002095,801760.SI
SZ002181,801760.SI
SZ002238,801760.SI
SZ002400,801760.SI
SZ002712,801760.SI
SZ002739,801760.SI
SZ002905,801760.SI
SZ002995,801760.SI
SZ300027,801760.SI
SZ300038,801770.SI
SZ300052,801760.SI
SZ300058,801760.SI
SZ300071,801760.SI
SZ300104,801760.SI
SZ300113,801760.SI
SZ300133,801760.SI
SZ300148,801760.SI
SZ300251,801760.SI
SZ300291,801760.SI
SZ300292,801770.SI
SZ300295,801760.SI
SZ300299,801770.SI
SZ300315,801760.SI
SZ300336,801760.SI
SZ300364,801760.SI
SZ300392,801760.SI
SZ300418,801760.SI
SZ300426,801760.SI
SZ300431,801760.SI
SZ300467,801770.SI
SZ300494,801760.SI
SZ300528,801760.SI
SZ300533,801760.SI
SZ300612,801760.SI
SZ300654,801760.SI
SZ300770,801760.SI
SZ300781,801760.SI
SZ300785,801760.SI
SZ300788,801760.SI
SZ300805,801760.SI
SZ300987,801760.SI
SZ301025,801760.SI
SZ301052,801760.SI
SZ301102,801760.SI
SZ301171,801760.SI
SZ301231,801760.SI
SZ301262,801760.SI
SZ301299,801760.SI
SZ301313,801760.SI
SZ301551,801760.SI
SH600037,801760.SI
SH600088,801760.SI
SH600373,801760.SI
SH600804,801770.SI
SH600831,801760.SI
SH600832,801760.SI
SH600936,801760.SI
SH600959,801760.SI
SH600977,801760.SI
SH600996,801760.SI
SH601019,801760.SI
SH601098,801760.SI
SH601595,801760.SI
SH601801,801760.SI
SH601811,801760.SI
SH601858,801760.SI
SH601900,801760.SI
SH601921,801760.SI
SH601928,801760.SI
SH601929,801760.SI
SH601949,801760.SI
SH601999,801760.SI
SH603000,801760.SI
SH603096,801760.SI
SH603103,801760.SI
SH603230,801760.SI
SH603258,801760.SI
SH603444,801760.SI
SH603533,801760.SI
SH603598,801760.SI
SH603721,801760.SI
SH603729,801760.SI
SH603825,801760.SI
SH603888,801760.SI
SH603999,801760.SI
SH605168,801760.SI
SH605577,801760.SI
SZ000063,801770.SI
SZ000851,801770.SI
SZ002089,801770.SI
SZ002115,801770.SI
SZ002194,801770.SI
SZ002281,801770.SI
SZ002313,801770.SI
SZ002396,801770.SI
SZ002467,801770.SI
SZ002491,801770.SI
SZ002544,801770.SI
SZ002583,801770.SI
SZ002792,801770.SI
SZ002897,801770.SI
SZ002929,801770.SI
SZ003031,801770.SI
SZ003040,801770.SI
SZ300025,801770.SI
SZ300028,801770.SI
SZ300050,801770.SI
SZ300081,801770.SI
SZ300134,801770.SI
SZ300205,801770.SI
SZ300211,801770.SI
SZ300213,801770.SI
SZ300310,801770.SI
SZ300312,801770.SI
SZ300353,801770.SI
SZ300504,801770.SI
SZ300548,801770.SI
SZ300555,801770.SI
SZ300560,801770.SI
SZ300563,801770.SI
SZ300565,801770.SI
SZ300570,801770.SI
SZ300571,801770.SI
SZ300578,801770.SI
SZ300590,801770.SI
SZ300597,801770.SI
SZ300603,801770.SI
SZ300615,801770.SI
SZ300620,801770.SI
SZ300628,801770.SI
SZ300638,801770.SI
SZ300689,801770.SI
SZ300698,801770.SI
SZ300710,801770.SI
SZ300711,801770.SI
SZ300913,801770.SI
SZ300921,801770.SI
SZ300959,801770.SI
SZ301139,801770.SI
SZ301165,801770.SI
SZ301191,801770.SI
SZ301202,801770.SI
SZ301205,801770.SI
SZ301307,801770.SI
SZ301314,801770.SI
SZ301380,801770.SI
SZ301382,801770.SI
SZ301419,801770.SI
SZ301428,801770.SI
SZ301577,801770.SI
SH600050,801770.SI
SH600105,801770.SI
SH600289,801770.SI
SH600345,801770.SI
SH600355,801770.SI
SH600485,801770.SI
SH600487,801770.SI
SH600498,801770.SI
SH600522,801770.SI
SH600775,801770.SI
SH600776,801770.SI
SH600941,801770.SI
SH601728,801770.SI
SH601869,801770.SI
SH603042,801770.SI
SH603083,801770.SI
SH603118,801770.SI
SH603206,801770.SI
SH603220,801770.SI
SH603236,801770.SI
SH603322,801770.SI
SH603421,801770.SI
SH603559,801770.SI
SH603602,801770.SI
SH603803,801770.SI
SH688027,801770.SI
SH688080,801770.SI
SH688100,801770.SI
SH688143,801770.SI
SH688159,801770.SI
SH688182,801770.SI
SH688205,801770.SI
SH688283,801770.SI
SH688313,801770.SI
SH688387,801770.SI
SH688418,801770.SI
SH688618,801770.SI
SH688668,801770.SI
SZ000571,801950.SI
SZ000723,801950.SI
SZ000937,801950.SI
SZ000983,801950.SI
SZ002128,801950.SI
SH600121,801950.SI
SH600123,801950.SI
SH600188,801950.SI
SH600348,801950.SI
SH600395,801950.SI
SH600397,801950.SI
SH600403,801950.SI
SH600508,801950.SI
SH600546,801950.SI
SH600925,801950.SI
SH600971,801950.SI
SH600997,801950.SI
SH601001,801950.SI
SH601011,801950.SI
SH601015,801950.SI
SH601088,801950.SI
SH601101,801950.SI
SH601225,801950.SI
SH601666,801950.SI
SH601699,801950.SI
SH601898,801950.SI
SH601918,801950.SI
SZ000968,801960.SI
SZ001316,801960.SI
SZ002207,801960.SI
SZ002554,801960.SI
SZ002629,801960.SI
SZ002828,801960.SI
SZ300164,801960.SI
SZ300191,801960.SI
SH600583,801960.SI
SH600938,801960.SI
SH600968,801960.SI
SH601808,801960.SI
SH601857,801960.SI
SH603619,801960.SI
SH603727,801960.SI
SZ001230,801970.SI
SZ001336,801970.SI
SZ301109,801970.SI
SZ301127,801970.SI
SZ301148,801970.SI
SZ301175,801970.SI
SZ301203,801970.SI
SZ301259,801970.SI
SZ301265,801970.SI
SZ301288,801970.SI
SZ301305,801970.SI
SZ301372,801970.SI
SZ301519,801970.SI
SH601033,801970.SI
SH603282,801970.SI
SH603291,801970.SI
SH688057,801970.SI
SH688069,801970.SI
SH688096,801970.SI
SH688101,801970.SI
SH688178,801970.SI
SH688309,801970.SI
SH688335,801970.SI
SH688370,801970.SI
SH688376,801970.SI
SH688466,801970.SI
SH688480,801970.SI
SH688501,801970.SI
SH688565,801970.SI
SH688600,801970.SI
SH688671,801970.SI
SH688679,801970.SI
SH688701,801970.SI
SZ001328,801980.SI
SZ301371,801980.SI
SH603193,801980.SI
SH688363,801980.SI
